zpid,street,zipcode,city,state,latitude,longitude,amount,lowAmount,highAmount,percentile,elemSchool,midSchool
15081195,2784 Jackson St,94115,San Francisco,CA,37.79191,-122.44083,1471753,1250990,1663081,61,William L. Cobb Elementary,Roosevelt Middle
15081197,2782 Jackson St,94115,San Francisco,CA,37.79191,-122.44083,1686346,1500848,1905571,67,William L. Cobb Elementary,Roosevelt Middle
15081205,2846 Washington St,94115,San Francisco,CA,37.791133,-122.440186,8069759,6536505,9118828,97,William L. Cobb Elementary,Roosevelt Middle
15081215,2312 Divisadero St,94115,San Francisco,CA,37.79111,-122.44072,2523410,2043962,3129028,81,William L. Cobb Elementary,Roosevelt Middle
15081233,2928-2930 Washington St,94115,San Francisco,CA,37.790864,-122.441562,3798241,3152540,4709819,90,William L. Cobb Elementary,Roosevelt Middle
15081237,2881 Jackson St,94115,San Francisco,CA,37.791238,-122.442429,5136032,4006105,6111878,94,William L. Cobb Elementary,Roosevelt Middle
15081245,2315 Divisadero St APT M,94115,San Francisco,CA,37.791013,-122.441417,1278968,1074333,1521972,52,William L. Cobb Elementary,Roosevelt Middle
15081248,2315 Divisadero St APT S,94115,San Francisco,CA,37.791013,-122.441417,909966,828069,1000963,33,William L. Cobb Elementary,Roosevelt Middle
15081272,2801 Jackson St # 11,94115,San Francisco,CA,37.791415,-122.441445,1266366,1127066,1405666,52,William L. Cobb Elementary,Roosevelt Middle
15081275,2325 Divisadero St,94115,San Francisco,CA,37.791085,-122.44144,1366196,1174929,1584787,56,William L. Cobb Elementary,Roosevelt Middle
15081276,2327 Divisadero St,94115,San Francisco,CA,37.791085,-122.44144,1767713,1502556,1909130,69,William L. Cobb Elementary,Roosevelt Middle
15081277,2865 Jackson St APT 1,94115,San Francisco,CA,37.79123,-122.44219,1356027,1139063,1572991,56,William L. Cobb Elementary,Roosevelt Middle
15081279,2865 Jackson St APT 3,94115,San Francisco,CA,37.79123,-122.44219,1868560,1438791,2242272,71,William L. Cobb Elementary,Roosevelt Middle
15081280,2865 Jackson St APT 4,94115,San Francisco,CA,37.79123,-122.44219,1351038,1175403,1553694,56,William L. Cobb Elementary,Roosevelt Middle
15081281,2865 Jackson St APT 5,94115,San Francisco,CA,37.79123,-122.44219,1433148,1146518,1734109,60,William L. Cobb Elementary,Roosevelt Middle
15081301,3028 Washington St,94115,San Francisco,CA,37.790662,-122.44381,4101453,3281162,5044787,91,William L. Cobb Elementary,Roosevelt Middle
15081305,2106-2108 Baker St,94115,San Francisco,CA,37.790771,-122.444072,6555598,5244478,8522277,96,William L. Cobb Elementary,Roosevelt Middle
15081310,2921 Jackson St,94115,San Francisco,CA,37.79108,-122.443324,4127517,3508389,5076846,91,William L. Cobb Elementary,Roosevelt Middle
15081312,2251 Broderick St # 2251,94115,San Francisco,CA,37.7912,-122.44298,1908095,1660043,2156147,72,William L. Cobb Elementary,Roosevelt Middle
15081313,2253 Broderick St # 2253,94115,San Francisco,CA,37.791198,-122.442972,3584440,2724174,4122106,89,William L. Cobb Elementary,Roosevelt Middle
15081318,2102 Baker St # 2100,94115,San Francisco,CA,37.79058,-122.444175,2513550,2035975,3016260,81,William L. Cobb Elementary,Roosevelt Middle
15081328,2114 Baker St # 1,94115,San Francisco,CA,37.790971,-122.444133,662967,523744,782301,14,William L. Cobb Elementary,Roosevelt Middle
15081329,2114 Baker St # 2,94115,San Francisco,CA,37.790972,-122.444135,1208786,1039556,1450543,49,William L. Cobb Elementary,Roosevelt Middle
15081330,2114 Baker St # 3,94115,San Francisco,CA,37.790972,-122.444135,2377292,1806742,3185571,79,William L. Cobb Elementary,Roosevelt Middle
15081340,2211 Broderick St APT 1,94115,San Francisco,CA,37.790973,-122.443057,978673,831872,1154834,39,William L. Cobb Elementary,Roosevelt Middle
15081343,2211 Broderick St APT 4,94115,San Francisco,CA,37.790974,-122.443058,1076929,861543,1410777,44,William L. Cobb Elementary,Roosevelt Middle
15081344,2211 Broderick St APT 5,94115,San Francisco,CA,37.790974,-122.443058,926044,805658,1037169,35,William L. Cobb Elementary,Roosevelt Middle
15081354,2120 Lyon St,94115,San Francisco,CA,37.79064,-122.445759,5898165,5013440,6664926,95,William L. Cobb Elementary,Roosevelt Middle
15081380,3045 Jackson St APT 502,94115,San Francisco,CA,37.790847,-122.445155,855530,769977,958194,28,William L. Cobb Elementary,Roosevelt Middle
15081387,3178 Washington St,94115,San Francisco,CA,37.790395,-122.44564,1579295,1342401,1895154,65,William L. Cobb Elementary,Roosevelt Middle
15081399,2101 Baker St APT 10,94115,San Francisco,CA,37.79053,-122.444565,1210653,968522,1416464,49,William L. Cobb Elementary,Roosevelt Middle
15081408,3242 Washington St,94115,San Francisco,CA,37.790291,-122.446723,5439598,4079698,6309934,94,Sutro Elementary,Roosevelt Middle
15081413,132 Presidio Ave,94115,San Francisco,CA,37.790367,-122.44713,5801770,4583398,7252213,95,Sutro Elementary,Roosevelt Middle
15081428,3300 Washington St,94118,San Francisco,CA,37.790057,-122.447609,5081441,4370039,5792843,95,Sutro Elementary,Roosevelt Middle
15081431,3352 Washington St,94118,San Francisco,CA,37.790095,-122.448269,4842405,4309740,5617190,95,Sutro Elementary,Roosevelt Middle
15081434,3370 Washington St,94118,San Francisco,CA,37.790061,-122.448535,7240659,5937340,8181945,98,Sutro Elementary,Roosevelt Middle
15081438,3281 Jackson St,94118,San Francisco,CA,37.790398,-122.448687,7167025,6020301,8313749,97,Sutro Elementary,Roosevelt Middle
15081439,3267 Jackson St,94118,San Francisco,CA,37.790414,-122.448565,4375216,3631429,5031498,94,Sutro Elementary,Roosevelt Middle
15081441,3249 Jackson St,94118,San Francisco,CA,37.790445,-122.448314,5226012,4076289,6375735,95,Sutro Elementary,Roosevelt Middle
15081443,3322 Washington St,94118,San Francisco,CA,37.790098,-122.447831,2208258,1877019,2627827,83,Sutro Elementary,Roosevelt Middle
15081447,3326 Washington St,94118,San Francisco,CA,37.79013,-122.447965,1646344,1366466,1909759,67,Sutro Elementary,Roosevelt Middle
15081450,3233 Jackson St APT 2,94118,San Francisco,CA,37.790476,-122.448068,1867123,1549712,2128520,75,Sutro Elementary,Roosevelt Middle
15081451,3233 Jackson St APT 3,94118,San Francisco,CA,37.790476,-122.448068,2145763,1652238,2639288,81,Sutro Elementary,Roosevelt Middle
15081461,3450 Washington St,94118,San Francisco,CA,37.789843,-122.450248,28919798,22846640,35860550,100,Sutro Elementary,Roosevelt Middle
15081469,3311 Jackson St,94118,San Francisco,CA,37.790344,-122.449412,4421214,3713820,5172820,94,Sutro Elementary,Roosevelt Middle
15081488,130 Locust St,94118,San Francisco,CA,37.789826,-122.452046,8592617,7389651,9623731,98,Sutro Elementary,Roosevelt Middle
15081498,3409 Jackson St,94118,San Francisco,CA,37.790143,-122.45109,5320077,4575266,6118089,96,Sutro Elementary,Roosevelt Middle
15081503,136 Locust St,94118,San Francisco,CA,37.7896,-122.452159,2910686,2270335,3580144,89,Sutro Elementary,Roosevelt Middle
15081509,135 Locust St,94118,San Francisco,CA,37.789745,-122.452704,4627188,4071925,5182451,94,Sutro Elementary,Roosevelt Middle
15081522,3636 Washington St,94118,San Francisco,CA,37.789503,-122.452892,14699878,12347897,16610862,99,Sutro Elementary,Roosevelt Middle
15081528,3555 Jackson St APT 5,94118,San Francisco,CA,37.789816,-122.453252,3739142,2617399,4524362,92,Sutro Elementary,Roosevelt Middle
15081534,121 Spruce St,94118,San Francisco,CA,37.789594,-122.454325,4966415,4221453,5612049,95,Sutro Elementary,Roosevelt Middle
15081535,3700 Washington St,94118,San Francisco,CA,37.789365,-122.454216,20738389,13687337,28826360,99,Sutro Elementary,Roosevelt Middle
15081562,3731 Jackson St,94118,San Francisco,CA,37.78943,-122.456289,5266783,4318762,6109468,96,Sutro Elementary,Roosevelt Middle
15081565,101 Maple St,94118,San Francisco,CA,37.789549,-122.45596,4944356,3906041,5933227,95,Sutro Elementary,Roosevelt Middle
15081572,139 Cherry St,94118,San Francisco,CA,37.789001,-122.457533,3297234,2835621,3824791,91,Sutro Elementary,Roosevelt Middle
15081577,3934 Washington St,94118,San Francisco,CA,37.788854,-122.458026,4984889,4087609,5932018,95,Sutro Elementary,Roosevelt Middle
15081579,3954 Washington St,94118,San Francisco,CA,37.788822,-122.458353,8585850,7813124,9787869,98,Sutro Elementary,Roosevelt Middle
15081585,60 Arguello Blvd,94118,San Francisco,CA,37.78871,-122.459065,5123455,4252468,6045677,95,Sutro Elementary,Roosevelt Middle
15081591,3871 Jackson St,94118,San Francisco,CA,37.789113,-122.45878,5198841,4522992,5822702,95,Sutro Elementary,Roosevelt Middle
15081592,3867 Jackson St,94118,San Francisco,CA,37.789126,-122.458682,5773512,4849750,6985950,96,Sutro Elementary,Roosevelt Middle
15081606,223 Cherry St,94118,San Francisco,CA,37.788171,-122.457427,3597945,3058253,4281555,92,Sutro Elementary,Roosevelt Middle
15081618,3970 Clay St,94118,San Francisco,CA,37.787883,-122.458616,3288505,2828114,3781781,91,Sutro Elementary,Roosevelt Middle
15081619,3980 Clay St,94118,San Francisco,CA,37.787871,-122.458708,3002859,2522402,3513345,89,Sutro Elementary,Roosevelt Middle
15081623,126 Arguello Blvd,94118,San Francisco,CA,37.787978,-122.458983,3545109,2942440,4112326,92,Sutro Elementary,Roosevelt Middle
15081633,3935 Washington St,94118,San Francisco,CA,37.788323,-122.457897,5290715,4497108,5978508,96,Sutro Elementary,Roosevelt Middle
15081635,3919 Washington St,94118,San Francisco,CA,37.788362,-122.457686,4801521,4129308,5713810,95,Sutro Elementary,Roosevelt Middle
15081636,122 Arguello Blvd,94118,San Francisco,CA,37.788115,-122.459004,1318512,1133920,1608585,44,Sutro Elementary,Roosevelt Middle
15081637,120 Arguello Blvd,94118,San Francisco,CA,37.788115,-122.459004,2494137,1895544,3217437,86,Sutro Elementary,Roosevelt Middle
15081639,3954 Clay St,94118,San Francisco,CA,37.78792,-122.458335,1558044,1230855,1838492,62,Sutro Elementary,Roosevelt Middle
15081643,3953 Washington St,94118,San Francisco,CA,37.788264,-122.458405,3273551,2422428,3993732,91,Sutro Elementary,Roosevelt Middle
15081649,233 Maple St,94118,San Francisco,CA,37.788444,-122.455817,8905997,7748217,9974717,98,Sutro Elementary,Roosevelt Middle
15081659,3880 Clay St,94118,San Francisco,CA,37.788089,-122.456759,5135681,4519399,5751963,95,Sutro Elementary,Roosevelt Middle
15081666,3867 Washington St,94118,San Francisco,CA,37.788518,-122.4566,2917524,2334019,3559379,89,Sutro Elementary,Roosevelt Middle
15081667,3855 Washington St,94118,San Francisco,CA,37.788533,-122.45639,10792784,8958011,12087918,99,Sutro Elementary,Roosevelt Middle
15081668,3845 Washington St,94118,San Francisco,CA,37.788541,-122.456276,4926146,4236486,5517284,95,Sutro Elementary,Roosevelt Middle
15081678,223 Spruce St,94118,San Francisco,CA,37.788434,-122.453998,8290031,7212327,9119034,98,Sutro Elementary,Roosevelt Middle
15081685,3788 Clay St,94118,San Francisco,CA,37.788286,-122.455156,5741125,4822545,6372649,96,Sutro Elementary,Roosevelt Middle
15081692,3725 Washington St,94118,San Francisco,CA,37.788777,-122.454363,9367876,6276477,11147772,99,Sutro Elementary,Roosevelt Middle
15081706,214 Spruce St,94118,San Francisco,CA,37.78855,-122.453527,5703647,4848100,6559194,96,Sutro Elementary,Roosevelt Middle
15081743,3543 Washington St,94118,San Francisco,CA,37.789155,-122.451375,2736587,2134538,3229173,88,Sutro Elementary,Roosevelt Middle
15081755,3460 Clay St,94118,San Francisco,CA,37.788994,-122.449904,7481009,6358858,8827591,98,Sutro Elementary,Roosevelt Middle
15081760,3481 Washington St,94118,San Francisco,CA,37.789339,-122.450237,7502108,5926665,9302614,98,Sutro Elementary,Roosevelt Middle
15081771,250 Laurel St APT 301,94118,San Francisco,CA,37.788904,-122.45031,2612776,2194732,3004692,87,Sutro Elementary,Roosevelt Middle
15081785,3440 Clay St,94118,San Francisco,CA,37.789027,-122.449642,2917928,2100908,3997561,89,Sutro Elementary,Roosevelt Middle
15081807,222 Walnut St,94118,San Francisco,CA,37.789413,-122.448705,5205425,4528720,5621859,95,Sutro Elementary,Roosevelt Middle
15081835,3294 Clay St APT 5,94115,San Francisco,CA,37.789242,-122.446887,1299210,1182281,1429131,53,Sutro Elementary,Roosevelt Middle
15081836,3294 Clay St APT 6,94115,San Francisco,CA,37.789242,-122.446887,1714269,1422843,1954267,68,Sutro Elementary,Roosevelt Middle
15081842,256 Presidio Ave APT 2,94115,San Francisco,CA,37.789323,-122.446904,998642,868819,1128465,40,Sutro Elementary,Roosevelt Middle
15081847,2001 Lyon St,94115,San Francisco,CA,37.78935,-122.4461,2188492,1772679,2582421,76,Sutro Elementary,Roosevelt Middle
15081848,2003 Lyon St,94115,San Francisco,CA,37.78935,-122.4461,2187392,1728040,2515501,76,Sutro Elementary,Roosevelt Middle
15081868,2010 Lyon St,94115,San Francisco,CA,37.789624,-122.445577,6465630,4655254,8340663,95,William L. Cobb Elementary,Roosevelt Middle
15081872,3149-3151 Washington St,94115,San Francisco,CA,37.789952,-122.445132,3558222,2775413,4234284,88,William L. Cobb Elementary,Roosevelt Middle
15081878,3140 Clay St APT 4,94115,San Francisco,CA,37.78964,-122.44484,836491,736112,936870,26,William L. Cobb Elementary,Roosevelt Middle
15081881,3140 Clay St APT 7,94115,San Francisco,CA,37.78964,-122.44484,836981,736543,937419,26,William L. Cobb Elementary,Roosevelt Middle
15081882,3140 Clay St APT 8,94115,San Francisco,CA,37.78964,-122.44484,836491,736112,936870,26,William L. Cobb Elementary,Roosevelt Middle
15081886,3140 Clay St APT 12,94115,San Francisco,CA,37.78964,-122.44484,840063,730855,932470,26,William L. Cobb Elementary,Roosevelt Middle
15081905,2125 Broderick St,94115,San Francisco,CA,37.790303,-122.442913,2620070,2148457,3091683,82,William L. Cobb Elementary,Roosevelt Middle
15081910,3020 Clay St,94115,San Francisco,CA,37.789804,-122.44348,4296013,3780491,5112255,92,William L. Cobb Elementary,Roosevelt Middle
15081913,3026 Clay St,94115,San Francisco,CA,37.789741,-122.44373,3357440,3021696,3793907,88,William L. Cobb Elementary,Roosevelt Middle
15081922,2000 Baker St,94115,San Francisco,CA,37.789707,-122.443998,1933891,1624468,2301330,72,William L. Cobb Elementary,Roosevelt Middle
15081926,3063 Washington St # 3,94115,San Francisco,CA,37.790139,-122.443636,1708525,1452246,1896463,68,William L. Cobb Elementary,Roosevelt Middle
15081931,2034 Baker St,94115,San Francisco,CA,37.789967,-122.44392,1673864,1439523,1891466,67,William L. Cobb Elementary,Roosevelt Middle
15081932,3008 Clay St,94115,San Francisco,CA,37.78984,-122.44297,1803621,1605223,1983983,70,William L. Cobb Elementary,Roosevelt Middle
15081938,2105 Broderick St,94115,San Francisco,CA,37.78987,-122.4427,3179170,2543336,3815004,86,William L. Cobb Elementary,Roosevelt Middle
15081939,2046 Baker St,94115,San Francisco,CA,37.790103,-122.443947,1651036,1419891,1882181,66,William L. Cobb Elementary,Roosevelt Middle
15081941,3016 Clay St,94115,San Francisco,CA,37.789815,-122.4434,1698752,1443939,1902602,68,William L. Cobb Elementary,Roosevelt Middle
15081943,3018 Clay St,94115,San Francisco,CA,37.789813,-122.443393,1945646,1673256,2198580,72,William L. Cobb Elementary,Roosevelt Middle
15081944,2229 Divisadero St,94115,San Francisco,CA,37.790239,-122.441234,1777017,1368303,2167961,69,William L. Cobb Elementary,Roosevelt Middle
15081958,2921 Washington St APT 3,94115,San Francisco,CA,37.790535,-122.441409,853310,742380,964240,28,William L. Cobb Elementary,Roosevelt Middle
15081966,2950 Clay St APT 101,94115,San Francisco,CA,37.790019,-122.441772,1236711,1075939,1372749,50,William L. Cobb Elementary,Roosevelt Middle
15081973,2950 Clay St APT 302,94115,San Francisco,CA,37.79002,-122.44177,1242258,1080764,1378906,50,William L. Cobb Elementary,Roosevelt Middle
15081983,2211-2213 Scott St,94115,San Francisco,CA,37.790515,-122.439536,3449721,2725280,4174162,88,William L. Cobb Elementary,Roosevelt Middle
15081985,2207 Scott St,94115,San Francisco,CA,37.790384,-122.439475,4465303,3884814,5045792,92,William L. Cobb Elementary,Roosevelt Middle
15081989,2810 Clay St,94115,San Francisco,CA,37.790276,-122.439744,2195355,1624563,2766147,76,William L. Cobb Elementary,Roosevelt Middle
15081998,2865 Washington St # 403C,94115,San Francisco,CA,37.79057,-122.440272,2588251,2096483,3080019,81,William L. Cobb Elementary,Roosevelt Middle
15082003,2800 Clay St,94115,San Francisco,CA,37.790175,-122.439439,910795,792392,974551,33,William L. Cobb Elementary,Roosevelt Middle
15082004,2802 Clay St,94115,San Francisco,CA,37.790175,-122.439439,910908,792490,1056653,33,William L. Cobb Elementary,Roosevelt Middle
15082005,2804 Clay St,94115,San Francisco,CA,37.790177,-122.439433,914760,795841,987941,34,William L. Cobb Elementary,Roosevelt Middle
15082007,2835 Washington St,94115,San Francisco,CA,37.790618,-122.439896,1762007,1515326,2043928,69,William L. Cobb Elementary,Roosevelt Middle
15082008,2837 Washington St,94115,San Francisco,CA,37.790615,-122.439905,2617142,2067542,3114399,82,William L. Cobb Elementary,Roosevelt Middle
15082010,2151 Scott St,94115,San Francisco,CA,37.789853,-122.439351,2913432,2359880,3554387,84,William L. Cobb Elementary,Roosevelt Middle
15082011,2133 Scott St,94115,San Francisco,CA,37.789649,-122.43931,1425332,1183026,1653385,60,William L. Cobb Elementary,Roosevelt Middle
15082023,2832 Sacramento St,94115,San Francisco,CA,37.789391,-122.439619,2979457,2562333,3277403,85,William L. Cobb Elementary,Roosevelt Middle
15082025,2121 Scott St,94115,San Francisco,CA,37.789514,-122.43929,1387400,1165416,1623258,58,William L. Cobb Elementary,Roosevelt Middle
15082026,2846 Sacramento St,94115,San Francisco,CA,37.789375,-122.439799,1506720,1295779,1672459,63,William L. Cobb Elementary,Roosevelt Middle
15082033,2814-2818 Sacramento St,94115,San Francisco,CA,37.789333,-122.439319,2453080,2011526,2894634,80,William L. Cobb Elementary,Roosevelt Middle
15082047,2131 Divisadero St,94115,San Francisco,CA,37.789399,-122.441047,7958469,5650513,9629748,97,William L. Cobb Elementary,Roosevelt Middle
15082048,2121 Divisadero St,94115,San Francisco,CA,37.789297,-122.441027,5725526,4523166,6584355,95,William L. Cobb Elementary,Roosevelt Middle
15082051,2912 Sacramento St,94115,San Francisco,CA,37.789179,-122.441341,3914214,3522793,4344778,90,William L. Cobb Elementary,Roosevelt Middle
